# Ecosystem table for the "glemr11" remix
# Ecosystems create variety within biomes, placing ore distributions in which a unique selection of
#       decorations can be place
# This CSV is read by the "biome_glemr11" package

#Ore_Type|Biome|Ore name|Wherein|Threshold|Max height|Min height

# Hot biomes
dirt|glemr11_hot_humid_beach|unilib:sand_silt|unilib:sand_ordinary|0.8|BEACH_MAX|BEACH_MIN
dirt|glemr11_temperate_arid_lowland|unilib:gravel_stone_desert|unilib:gravel_sandstone_desert|0.8|LOWLAND|COASTAL
dirt|glemr11_temperate_arid_shelf|unilib:sand_ordinary|unilib:gravel_sandstone_desert|0.8|SHELF|LOWLAND
dirt|glemr11_temperate_arid_shelf|unilib:sand_desert|unilib:gravel_sandstone_desert|0.8|SHELF|LOWLAND
dirt|glemr11_temperate_arid_shelf|unilib:sand_silica|unilib:gravel_sandstone_desert|0.8|SHELF|LOWLAND
dirt|glemr11_temperate_arid_shelf|unilib:gravel_stone_desert|unilib:gravel_sandstone_desert|0.8|SHELF|LOWLAND
dirt|glemr11_temperate_arid_shelf|unilib:stone_sandstone_white|unilib:gravel_sandstone_desert|0.8|SHELF|LOWLAND
dirt|glemr11_temperate_arid_highland|unilib:sand_ordinary|unilib:gravel_sandstone_desert|0.8|HIGHLAND|SHELF
dirt|glemr11_temperate_arid_highland|unilib:sand_desert|unilib:gravel_sandstone_desert|0.8|HIGHLAND|SHELF
dirt|glemr11_temperate_arid_highland|unilib:sand_silica|unilib:gravel_sandstone_desert|0.8|HIGHLAND|SHELF
dirt|glemr11_temperate_arid_highland|unilib:gravel_stone_desert|unilib:gravel_sandstone_desert|0.8|HIGHLAND|SHELF
dirt|glemr11_temperate_arid_highland|unilib:stone_sandstone_white|unilib:gravel_sandstone_desert|0.8|HIGHLAND|SHELF

# Cool biomes
dirt|glemr11_cool_humid_coastal|unilib:dirt_black_with_litter_coniferous|unilib:dirt_ordinary_with_turf_cool_humid_coastal|0.8|COASTAL|BEACH_MAX
dirt|glemr11_cool_humid_coastal|unilib:dirt_brown_with_litter_coniferous|unilib:dirt_ordinary_with_turf_cool_humid_coastal|0.8|COASTAL|BEACH_MAX
dirt|glemr11_cool_humid_coastal|unilib:dirt_clayey_with_litter_coniferous|unilib:dirt_ordinary_with_turf_cool_humid_coastal|0.8|COASTAL|BEACH_MAX
dirt|glemr11_cool_humid_coastal|unilib:dirt_sandy_with_litter_coniferous|unilib:dirt_ordinary_with_turf_cool_humid_coastal|0.8|COASTAL|BEACH_MAX
dirt|glemr11_cool_humid_coastal|unilib:dirt_silt_fine_with_litter_coniferous|unilib:dirt_ordinary_with_turf_cool_humid_coastal|0.8|COASTAL|BEACH_MAX
dirt|glemr11_cool_humid_coastal|unilib:dirt_black_with_turf_cool_humid_coastal|unilib:dirt_ordinary_with_turf_cool_humid_coastal|0.8|COASTAL|BEACH_MAX
dirt|glemr11_cool_humid_coastal|unilib:dirt_brown_with_turf_cool_humid_coastal|unilib:dirt_ordinary_with_turf_cool_humid_coastal|0.8|COASTAL|BEACH_MAX
dirt|glemr11_cool_humid_coastal|unilib:dirt_clayey_with_turf_cool_humid_coastal|unilib:dirt_ordinary_with_turf_cool_humid_coastal|0.8|COASTAL|BEACH_MAX
dirt|glemr11_cool_humid_coastal|unilib:dirt_sandy_with_turf_cool_humid_coastal|unilib:dirt_ordinary_with_turf_cool_humid_coastal|0.8|COASTAL|BEACH_MAX
dirt|glemr11_cool_humid_coastal|unilib:dirt_silt_fine_with_turf_cool_humid_coastal|unilib:dirt_ordinary_with_turf_cool_humid_coastal|0.8|COASTAL|BEACH_MAX
dirt|glemr11_cool_humid_lowland|unilib:dirt_black_with_litter_coniferous|unilib:dirt_ordinary_with_turf_cool_humid_lowland|0.8|LOWLAND|COASTAL
dirt|glemr11_cool_humid_lowland|unilib:dirt_brown_with_litter_coniferous|unilib:dirt_ordinary_with_turf_cool_humid_lowland|0.8|LOWLAND|COASTAL
dirt|glemr11_cool_humid_lowland|unilib:dirt_clayey_with_litter_coniferous|unilib:dirt_ordinary_with_turf_cool_humid_lowland|0.8|LOWLAND|COASTAL
dirt|glemr11_cool_humid_lowland|unilib:dirt_sandy_with_litter_coniferous|unilib:dirt_ordinary_with_turf_cool_humid_lowland|0.8|LOWLAND|COASTAL
dirt|glemr11_cool_humid_lowland|unilib:dirt_silt_fine_with_litter_coniferous|unilib:dirt_ordinary_with_turf_cool_humid_lowland|0.8|LOWLAND|COASTAL
dirt|glemr11_cool_humid_lowland|unilib:dirt_black_with_turf_cool_humid_lowland|unilib:dirt_ordinary_with_turf_cool_humid_lowland|0.8|LOWLAND|COASTAL
dirt|glemr11_cool_humid_lowland|unilib:dirt_brown_with_turf_cool_humid_lowland|unilib:dirt_ordinary_with_turf_cool_humid_lowland|0.8|LOWLAND|COASTAL
dirt|glemr11_cool_humid_lowland|unilib:dirt_clayey_with_turf_cool_humid_lowland|unilib:dirt_ordinary_with_turf_cool_humid_lowland|0.8|LOWLAND|COASTAL
dirt|glemr11_cool_humid_lowland|unilib:dirt_sandy_with_turf_cool_humid_lowland|unilib:dirt_ordinary_with_turf_cool_humid_lowland|0.8|LOWLAND|COASTAL
dirt|glemr11_cool_humid_lowland|unilib:dirt_silt_fine_with_turf_cool_humid_lowland|unilib:dirt_ordinary_with_turf_cool_humid_lowland|0.8|LOWLAND|COASTAL
dirt|glemr11_cool_humid_shelf|unilib:dirt_black_with_litter_coniferous|unilib:dirt_ordinary_with_turf_cool_humid_shelf|0.8|SHELF|LOWLAND
dirt|glemr11_cool_humid_shelf|unilib:dirt_brown_with_litter_coniferous|unilib:dirt_ordinary_with_turf_cool_humid_shelf|0.8|SHELF|LOWLAND
dirt|glemr11_cool_humid_shelf|unilib:dirt_clayey_with_turf_cool_humid_shelf|unilib:dirt_ordinary_with_turf_cool_humid_shelf|0.8|SHELF|LOWLAND
dirt|glemr11_cool_humid_shelf|unilib:dirt_sandy_with_turf_cool_humid_shelf|unilib:dirt_ordinary_with_turf_cool_humid_shelf|0.8|SHELF|LOWLAND
dirt|glemr11_cool_humid_shelf|unilib:dirt_silt_fine_with_turf_cool_humid_shelf|unilib:dirt_ordinary_with_turf_cool_humid_shelf|0.8|SHELF|LOWLAND
dirt|glemr11_cool_humid_highland|unilib:dirt_black_with_litter_coniferous|unilib:dirt_ordinary_with_turf_cool_humid_highland|0.8|HIGHLAND|SHELF
dirt|glemr11_cool_humid_highland|unilib:dirt_brown_with_litter_coniferous|unilib:dirt_ordinary_with_turf_cool_humid_highland|0.8|HIGHLAND|SHELF
dirt|glemr11_cool_humid_highland|unilib:dirt_clayey_with_turf_cool_humid_highland|unilib:dirt_ordinary_with_turf_cool_humid_highland|0.8|HIGHLAND|SHELF
dirt|glemr11_cool_humid_highland|unilib:dirt_sandy_with_turf_cool_humid_highland|unilib:dirt_ordinary_with_turf_cool_humid_highland|0.8|HIGHLAND|SHELF
dirt|glemr11_cool_humid_highland|unilib:dirt_silt_fine_with_turf_cool_humid_highland|unilib:dirt_ordinary_with_turf_cool_humid_highland|0.8|HIGHLAND|SHELF
dirt|glemr11_cool_semihumid_coastal|unilib:dirt_black_with_turf_cool_semihumid_coastal|unilib:dirt_ordinary_with_turf_cool_semihumid_coastal|0.8|COASTAL|BEACH_MAX
dirt|glemr11_cool_semihumid_coastal|unilib:dirt_brown_with_turf_cool_semihumid_coastal|unilib:dirt_ordinary_with_turf_cool_semihumid_coastal|0.8|COASTAL|BEACH_MAX
dirt|glemr11_cool_semihumid_coastal|unilib:dirt_clayey_with_turf_cool_semihumid_coastal|unilib:dirt_ordinary_with_turf_cool_semihumid_coastal|0.8|COASTAL|BEACH_MAX
dirt|glemr11_cool_semihumid_coastal|unilib:dirt_sandy_with_turf_cool_semihumid_coastal|unilib:dirt_ordinary_with_turf_cool_semihumid_coastal|0.8|COASTAL|BEACH_MAX
dirt|glemr11_cool_semihumid_coastal|unilib:dirt_silt_fine_with_turf_cool_semihumid_coastal|unilib:dirt_ordinary_with_turf_cool_semihumid_coastal|0.8|COASTAL|BEACH_MAX
dirt|glemr11_cool_semihumid_lowland|unilib:dirt_black_with_turf_cool_semihumid_lowland|unilib:dirt_ordinary_with_turf_cool_semihumid_lowland|0.8|LOWLAND|COASTAL
dirt|glemr11_cool_semihumid_lowland|unilib:dirt_brown_with_turf_cool_semihumid_lowland|unilib:dirt_ordinary_with_turf_cool_semihumid_lowland|0.8|LOWLAND|COASTAL
dirt|glemr11_cool_semihumid_lowland|unilib:dirt_clayey_with_turf_cool_semihumid_lowland|unilib:dirt_ordinary_with_turf_cool_semihumid_lowland|0.8|LOWLAND|COASTAL
dirt|glemr11_cool_semihumid_lowland|unilib:dirt_sandy_with_turf_cool_semihumid_lowland|unilib:dirt_ordinary_with_turf_cool_semihumid_lowland|0.8|LOWLAND|COASTAL
dirt|glemr11_cool_semihumid_lowland|unilib:dirt_silt_fine_with_turf_cool_semihumid_lowland|unilib:dirt_ordinary_with_turf_cool_semihumid_lowland|0.8|LOWLAND|COASTAL
dirt|glemr11_cool_semihumid_shelf|unilib:dirt_black_with_turf_cool_semihumid_shelf|unilib:dirt_ordinary_with_turf_cool_semihumid_shelf|0.8|SHELF|LOWLAND
dirt|glemr11_cool_semihumid_shelf|unilib:dirt_brown_with_turf_cool_semihumid_shelf|unilib:dirt_ordinary_with_turf_cool_semihumid_shelf|0.8|SHELF|LOWLAND
dirt|glemr11_cool_semihumid_shelf|unilib:dirt_clayey_with_turf_cool_semihumid_shelf|unilib:dirt_ordinary_with_turf_cool_semihumid_shelf|0.8|SHELF|LOWLAND
dirt|glemr11_cool_semihumid_shelf|unilib:dirt_sandy_with_turf_cool_semihumid_shelf|unilib:dirt_ordinary_with_turf_cool_semihumid_shelf|0.8|SHELF|LOWLAND
dirt|glemr11_cool_semihumid_shelf|unilib:dirt_silt_fine_with_turf_cool_semihumid_shelf|unilib:dirt_ordinary_with_turf_cool_semihumid_shelf|0.8|SHELF|LOWLAND
dirt|glemr11_cool_semihumid_highland|unilib:dirt_black_with_turf_cool_semihumid_highland|unilib:dirt_ordinary_with_turf_cool_semihumid_highland|0.8|HIGHLAND|SHELF
dirt|glemr11_cool_semihumid_highland|unilib:dirt_brown_with_turf_cool_semihumid_highland|unilib:dirt_ordinary_with_turf_cool_semihumid_highland|0.8|HIGHLAND|SHELF
dirt|glemr11_cool_semihumid_highland|unilib:dirt_clayey_with_turf_cool_semihumid_highland|unilib:dirt_ordinary_with_turf_cool_semihumid_highland|0.8|HIGHLAND|SHELF
dirt|glemr11_cool_semihumid_highland|unilib:dirt_sandy_with_turf_cool_semihumid_highland|unilib:dirt_ordinary_with_turf_cool_semihumid_highland|0.8|HIGHLAND|SHELF
dirt|glemr11_cool_semihumid_highland|unilib:dirt_silt_fine_with_turf_cool_semihumid_highland|unilib:dirt_ordinary_with_turf_cool_semihumid_highland|0.8|HIGHLAND|SHELF
dirt|glemr11_cool_temperate_coastal|unilib:dirt_black_with_turf_cool_temperate_coastal|unilib:dirt_ordinary_with_turf_cool_temperate_coastal|0.8|COASTAL|BEACH_MAX
dirt|glemr11_cool_temperate_coastal|unilib:dirt_brown_with_turf_cool_temperate_coastal|unilib:dirt_ordinary_with_turf_cool_temperate_coastal|0.8|COASTAL|BEACH_MAX
dirt|glemr11_cool_temperate_coastal|unilib:dirt_clayey_with_turf_cool_temperate_coastal|unilib:dirt_ordinary_with_turf_cool_temperate_coastal|0.8|COASTAL|BEACH_MAX
dirt|glemr11_cool_temperate_coastal|unilib:dirt_sandy_with_turf_cool_temperate_coastal|unilib:dirt_ordinary_with_turf_cool_temperate_coastal|0.8|COASTAL|BEACH_MAX
dirt|glemr11_cool_temperate_coastal|unilib:dirt_silt_fine_with_turf_cool_temperate_coastal|unilib:dirt_ordinary_with_turf_cool_temperate_coastal|0.8|COASTAL|BEACH_MAX
dirt|glemr11_cool_temperate_lowland|unilib:dirt_black_with_turf_cool_temperate_lowland|unilib:dirt_ordinary_with_turf_cool_temperate_lowland|0.8|LOWLAND|COASTAL
dirt|glemr11_cool_temperate_lowland|unilib:dirt_brown_with_turf_cool_temperate_lowland|unilib:dirt_ordinary_with_turf_cool_temperate_lowland|0.8|LOWLAND|COASTAL
dirt|glemr11_cool_temperate_lowland|unilib:dirt_clayey_with_turf_cool_temperate_lowland|unilib:dirt_ordinary_with_turf_cool_temperate_lowland|0.8|LOWLAND|COASTAL
dirt|glemr11_cool_temperate_lowland|unilib:dirt_sandy_with_turf_cool_temperate_lowland|unilib:dirt_ordinary_with_turf_cool_temperate_lowland|0.8|LOWLAND|COASTAL
dirt|glemr11_cool_temperate_lowland|unilib:dirt_silt_fine_with_turf_cool_temperate_lowland|unilib:dirt_ordinary_with_turf_cool_temperate_lowland|0.8|LOWLAND|COASTAL
dirt|glemr11_cool_temperate_shelf|unilib:dirt_black_with_turf_cool_temperate_shelf|unilib:dirt_ordinary_with_turf_cool_temperate_shelf|0.8|SHELF|LOWLAND
dirt|glemr11_cool_temperate_shelf|unilib:dirt_brown_with_turf_cool_temperate_shelf|unilib:dirt_ordinary_with_turf_cool_temperate_shelf|0.8|SHELF|LOWLAND
dirt|glemr11_cool_temperate_shelf|unilib:dirt_clayey_with_turf_cool_temperate_shelf|unilib:dirt_ordinary_with_turf_cool_temperate_shelf|0.8|SHELF|LOWLAND
dirt|glemr11_cool_temperate_shelf|unilib:dirt_sandy_with_turf_cool_temperate_shelf|unilib:dirt_ordinary_with_turf_cool_temperate_shelf|0.8|SHELF|LOWLAND
dirt|glemr11_cool_temperate_shelf|unilib:dirt_silt_fine_with_turf_cool_temperate_shelf|unilib:dirt_ordinary_with_turf_cool_temperate_shelf|0.8|SHELF|LOWLAND
dirt|glemr11_cool_temperate_highland|unilib:dirt_black_with_turf_cool_temperate_highland|unilib:dirt_ordinary_with_turf_cool_temperate_highland|0.8|HIGHLAND|SHELF
dirt|glemr11_cool_temperate_highland|unilib:dirt_brown_with_turf_cool_temperate_highland|unilib:dirt_ordinary_with_turf_cool_temperate_highland|0.8|HIGHLAND|SHELF
dirt|glemr11_cool_temperate_highland|unilib:dirt_clayey_with_turf_cool_temperate_highland|unilib:dirt_ordinary_with_turf_cool_temperate_highland|0.8|HIGHLAND|SHELF
dirt|glemr11_cool_temperate_highland|unilib:dirt_sandy_with_turf_cool_temperate_highland|unilib:dirt_ordinary_with_turf_cool_temperate_highland|0.8|HIGHLAND|SHELF
dirt|glemr11_cool_temperate_highland|unilib:dirt_silt_fine_with_turf_cool_temperate_highland|unilib:dirt_ordinary_with_turf_cool_temperate_highland|0.8|HIGHLAND|SHELF
dirt|glemr11_cool_semiarid_coastal|unilib:dirt_black_with_turf_cool_semiarid_coastal|unilib:dirt_ordinary_with_turf_cool_semiarid_coastal|0.8|COASTAL|BEACH_MAX
dirt|glemr11_cool_semiarid_coastal|unilib:dirt_brown_with_turf_cool_semiarid_coastal|unilib:dirt_ordinary_with_turf_cool_semiarid_coastal|0.8|COASTAL|BEACH_MAX
dirt|glemr11_cool_semiarid_coastal|unilib:dirt_clayey_with_turf_cool_semiarid_coastal|unilib:dirt_ordinary_with_turf_cool_semiarid_coastal|0.8|COASTAL|BEACH_MAX
dirt|glemr11_cool_semiarid_coastal|unilib:dirt_sandy_with_turf_cool_semiarid_coastal|unilib:dirt_ordinary_with_turf_cool_semiarid_coastal|0.8|COASTAL|BEACH_MAX
dirt|glemr11_cool_semiarid_coastal|unilib:dirt_silt_fine_with_turf_cool_semiarid_coastal|unilib:dirt_ordinary_with_turf_cool_semiarid_coastal|0.8|COASTAL|BEACH_MAX
dirt|glemr11_cool_semiarid_lowland|unilib:dirt_black_with_turf_cool_semiarid_lowland|unilib:dirt_ordinary_with_turf_cool_semiarid_lowland|0.8|LOWLAND|COASTAL
dirt|glemr11_cool_semiarid_lowland|unilib:dirt_brown_with_turf_cool_semiarid_lowland|unilib:dirt_ordinary_with_turf_cool_semiarid_lowland|0.8|LOWLAND|COASTAL
dirt|glemr11_cool_semiarid_lowland|unilib:dirt_clayey_with_turf_cool_semiarid_lowland|unilib:dirt_ordinary_with_turf_cool_semiarid_lowland|0.8|LOWLAND|COASTAL
dirt|glemr11_cool_semiarid_lowland|unilib:dirt_sandy_with_turf_cool_semiarid_lowland|unilib:dirt_ordinary_with_turf_cool_semiarid_lowland|0.8|LOWLAND|COASTAL
dirt|glemr11_cool_semiarid_lowland|unilib:dirt_silt_fine_with_turf_cool_semiarid_lowland|unilib:dirt_ordinary_with_turf_cool_semiarid_lowland|0.8|LOWLAND|COASTAL
dirt|glemr11_cool_semiarid_shelf|unilib:dirt_black_with_turf_cool_semiarid_shelf|unilib:dirt_ordinary_with_turf_cool_semiarid_shelf|0.8|SHELF|LOWLAND
dirt|glemr11_cool_semiarid_shelf|unilib:dirt_brown_with_turf_cool_semiarid_shelf|unilib:dirt_ordinary_with_turf_cool_semiarid_shelf|0.8|SHELF|LOWLAND
dirt|glemr11_cool_semiarid_shelf|unilib:dirt_clayey_with_turf_cool_semiarid_shelf|unilib:dirt_ordinary_with_turf_cool_semiarid_shelf|0.8|SHELF|LOWLAND
dirt|glemr11_cool_semiarid_shelf|unilib:dirt_sandy_with_turf_cool_semiarid_shelf|unilib:dirt_ordinary_with_turf_cool_semiarid_shelf|0.8|SHELF|LOWLAND
dirt|glemr11_cool_semiarid_shelf|unilib:dirt_silt_fine_with_turf_cool_semiarid_shelf|unilib:dirt_ordinary_with_turf_cool_semiarid_shelf|0.8|SHELF|LOWLAND
dirt|glemr11_cool_semiarid_highland|unilib:dirt_black_with_turf_cool_semiarid_highland|unilib:dirt_ordinary_with_turf_cool_semiarid_highland|0.8|HIGHLAND|SHELF
dirt|glemr11_cool_semiarid_highland|unilib:dirt_brown_with_turf_cool_semiarid_highland|unilib:dirt_ordinary_with_turf_cool_semiarid_highland|0.8|HIGHLAND|SHELF
dirt|glemr11_cool_semiarid_highland|unilib:dirt_clayey_with_turf_cool_semiarid_highland|unilib:dirt_ordinary_with_turf_cool_semiarid_highland|0.8|HIGHLAND|SHELF
dirt|glemr11_cool_semiarid_highland|unilib:dirt_sandy_with_turf_cool_semiarid_highland|unilib:dirt_ordinary_with_turf_cool_semiarid_highland|0.8|HIGHLAND|SHELF
dirt|glemr11_cool_semiarid_highland|unilib:dirt_silt_fine_with_turf_cool_semiarid_highland|unilib:dirt_ordinary_with_turf_cool_semiarid_highland|0.8|HIGHLAND|SHELF
dirt|glemr11_cool_arid_coastal|unilib:sand_ordinary|unilib:gravel_ordinary|0.8|COASTAL|BEACH_MAX
dirt|glemr11_cool_arid_coastal|unilib:sand_desert|unilib:gravel_ordinary|0.8|COASTAL|BEACH_MAX
dirt|glemr11_cool_arid_coastal|unilib:sand_silica|unilib:gravel_ordinary|0.8|COASTAL|BEACH_MAX
dirt|glemr11_cool_arid_coastal|unilib:gravel_stone_desert|unilib:gravel_ordinary|0.8|COASTAL|BEACH_MAX
dirt|glemr11_cool_arid_coastal|unilib:stone_sandstone_white|unilib:gravel_ordinary|0.8|COASTAL|BEACH_MAX
dirt|glemr11_cool_arid_lowland|unilib:sand_ordinary|unilib:gravel_ordinary|0.8|LOWLAND|COASTAL
dirt|glemr11_cool_arid_lowland|unilib:sand_desert|unilib:gravel_ordinary|0.8|LOWLAND|COASTAL
dirt|glemr11_cool_arid_lowland|unilib:sand_silica|unilib:gravel_ordinary|0.8|LOWLAND|COASTAL
dirt|glemr11_cool_arid_lowland|unilib:stone_sandstone_white|unilib:gravel_ordinary|0.8|LOWLAND|COASTAL
dirt|glemr11_cool_arid_lowland|unilib:gravel_stone_desert|unilib:gravel_ordinary|0.8|LOWLAND|COASTAL
dirt|glemr11_cool_arid_shelf|unilib:sand_ordinary|unilib:gravel_ordinary|0.8|SHELF|LOWLAND
dirt|glemr11_cool_arid_shelf|unilib:sand_desert|unilib:gravel_ordinary|0.8|SHELF|LOWLAND
dirt|glemr11_cool_arid_shelf|unilib:sand_silica|unilib:gravel_ordinary|0.8|SHELF|LOWLAND
dirt|glemr11_cool_arid_shelf|unilib:gravel_stone_desert|unilib:gravel_ordinary|0.8|SHELF|LOWLAND
dirt|glemr11_cool_arid_shelf|unilib:stone_sandstone_white|unilib:gravel_ordinary|0.8|SHELF|LOWLAND
dirt|glemr11_cool_arid_highland|unilib:sand_ordinary|unilib:gravel_ordinary|0.8|HIGHLAND|SHELF
dirt|glemr11_cool_arid_highland|unilib:sand_desert|unilib:gravel_ordinary|0.8|HIGHLAND|SHELF
dirt|glemr11_cool_arid_highland|unilib:sand_silica|unilib:gravel_ordinary|0.8|HIGHLAND|SHELF
dirt|glemr11_cool_arid_highland|unilib:gravel_stone_desert|unilib:gravel_ordinary|0.8|HIGHLAND|SHELF
dirt|glemr11_cool_arid_highland|unilib:stone_sandstone_white|unilib:gravel_ordinary|0.8|HIGHLAND|SHELF

# valleys_c biomes
dirt|glemr11_valleys_temperate_rainforest_swamp|unilib:sand_silt|unilib:dirt_mud_swamp|0.8|BEACH_MAX|BEACH_MIN
