# Decoration table for the "glemr11" remix

# Deco type|Deco name|Max height|Min height|Biomes|Place on|Spawn by|Num spawn by|Fill ratio|Height max|Flags|Side length

schematic|unilib_glem_tree_palm_plain_2|180|30|glemr11_valleys_tropical_rainforest_swamp|unilib:dirt_ordinary_with_litter_rainforest|||0.005|||
schematic|unilib_glem_tree_palm_1|180|30|glemr11_valleys_tropical_rainforest_swamp|unilib:dirt_ordinary_with_litter_rainforest|||0.005|||
schematic|unilib_glem_tree_palm_3|180|30|glemr11_valleys_tropical_rainforest_swamp|unilib:dirt_ordinary_with_litter_rainforest|||0.005|||
schematic|unilib_glem_tree_palm_4|180|30|glemr11_valleys_tropical_rainforest_swamp|unilib:dirt_ordinary_with_litter_rainforest|||0.005|||
schematic|unilib_glem_tree_palm_exotic_6|180|30|glemr11_valleys_tropical_rainforest_swamp|unilib:dirt_ordinary_with_litter_rainforest|||0.005|||
schematic|unilib_glem_tree_palm_exotic_8|180|30|glemr11_valleys_tropical_rainforest_swamp|unilib:dirt_ordinary_with_litter_rainforest|||0.005|||
schematic_no_rotate|unilib_glem_tree_fern_giant_2|180|30|glemr11_valleys_tropical_rainforest_swamp|unilib:dirt_ordinary_with_litter_rainforest|||0.002|||
schematic_no_rotate|unilib_glem_tree_fern_giant_2|180|30|glemr11_valleys_tropical_rainforest_swamp|unilib:dirt_ordinary_with_litter_rainforest|||0.003|||
simple|unilib:tree_fern_giant_sapling|180|30|glemr11_valleys_tropical_rainforest_swamp|unilib:dirt_ordinary_with_litter_rainforest|||0.002|||
simple|unilib:tree_fern_sapling|180|30|glemr11_valleys_tropical_rainforest_swamp|unilib:dirt_ordinary_with_litter_rainforest|||0.002|||
simple|unilib:produce_pineapple_grow_8|180|30|glemr11_valleys_tropical_rainforest_swamp|unilib:dirt_ordinary_with_litter_rainforest|||0.003|||
simple|unilib:grass_deciduous|180|30|glemr11_valleys_tropical_rainforest_swamp|unilib:dirt_ordinary_with_litter_rainforest|||0.003|||
simple|unilib:tree_young_jungle|180|30|glemr11_valleys_tropical_rainforest_swamp|unilib:dirt_ordinary_with_litter_rainforest|||0.003|||
simple|unilib:grass_bamboo|180|30|glemr11_valleys_tropical_rainforest_swamp|unilib:dirt_ordinary_with_litter_rainforest|||0.01|||
simple|unilib:grass_jungle|180|30|glemr11_valleys_tropical_rainforest_swamp|unilib:dirt_ordinary_with_litter_rainforest|||0.01|||
simple|unilib:grass_rainforest_1|180|30|glemr11_valleys_tropical_rainforest_swamp|unilib:dirt_ordinary_with_litter_rainforest|||0.01|||
simple|unilib:grass_rainforest_2|180|30|glemr11_valleys_tropical_rainforest_swamp|unilib:dirt_ordinary_with_litter_rainforest|||0.01|||
simple|unilib:grass_rainforest_3|180|30|glemr11_valleys_tropical_rainforest_swamp|unilib:dirt_ordinary_with_litter_rainforest|||0.01|||
simple|unilib:grass_rainforest_4|180|30|glemr11_valleys_tropical_rainforest_swamp|unilib:dirt_ordinary_with_litter_rainforest|||0.01|||
simple|unilib:grass_rainforest_5|180|30|glemr11_valleys_tropical_rainforest_swamp|unilib:dirt_ordinary_with_litter_rainforest|||0.01|||
schematic|unilib_glem_flower_waterlily_exotic_pink|-2|-2|glemr11_valleys_tropical_rainforest_swamp|unilib:dirt_mud_swamp|||0.05|||
schematic|unilib_glem_flower_waterlily_exotic_yellow|-2|-2|glemr11_valleys_tropical_rainforest_swamp|unilib:dirt_mud_swamp|||0.05|||
schematic|unilib_glem_plant_bulrush_2|2|1|glemr11_valleys_tropical_rainforest_swamp|unilib:dirt_mud_swamp|||0.012|||
schematic|unilib_glem_plant_bulrush_1|2|1|glemr11_valleys_tropical_rainforest_swamp|unilib:dirt_mud_swamp|||0.15|||
simple|unilib:flower_waterlily_exotic_pink|0|0|glemr11_valleys_tropical_rainforest_swamp|unilib:liquid_water_ordinary_source|||0.05|1||
simple|unilib:flower_waterlily_exotic_yellow|0|0|glemr11_valleys_tropical_rainforest_swamp|unilib:liquid_water_ordinary_source|||0.05|1||
simple|unilib:plant_papyrus_ordinary|1|-1|glemr11_valleys_tropical_rainforest_swamp|unilib:dirt_mud_swamp|unilib:dirt_mud_swamp|1|0.008|3||
simple|unilib:plant_nettle_impatiens|2|1|glemr11_valleys_tropical_rainforest_swamp|unilib:dirt_mud_swamp|||0.1|1||
simple|unilib:grass_giant|4|2|glemr11_valleys_tropical_rainforest_swamp|unilib:dirt_mud_swamp|||0.1|1||
simple|unilib:misc_patch_grass|4|2|glemr11_valleys_tropical_rainforest_swamp|unilib:dirt_mud_swamp|||0.1|1||
simple|unilib:plant_papyrus_ordinary|1|-1|glemr11_valleys_tropical_rainforest_swamp|unilib:dirt_mud_swamp|unilib:liquid_water_ordinary_source|1|0.2|4||
simple|unilib:plant_bulrush_small|2|1|glemr11_valleys_tropical_rainforest_swamp|unilib:dirt_mud_swamp|||0.2|1||
simple|unilib:flower_waterlily_exotic_pink|60|1||unilib:liquid_water_river_muddy_source|||0.1|4||
simple|unilib:flower_waterlily_exotic_yellow|60|1||unilib:liquid_water_river_muddy_source|||0.1|4||
simple|unilib:plant_cactus_small|COASTAL|BEACH_MAX|glemr11_temperate_arid_coastal|unilib:dirt_coarse|||0.001|||
simple|unilib:plant_cactus_small_flowering|COASTAL|BEACH_MAX|glemr11_temperate_arid_coastal|unilib:dirt_coarse|||0.001|||
simple|unilib:plant_cactus_purple_small_mature|COASTAL|BEACH_MAX|glemr11_temperate_arid_coastal|unilib:dirt_coarse|||0.001|||
simple|unilib:plant_enigma|COASTAL|BEACH_MAX|glemr11_temperate_arid_coastal|unilib:dirt_coarse|||0.001|||
simple|unilib:plant_nettle_scotch_broom|COASTAL|BEACH_MAX|glemr11_temperate_arid_coastal|unilib:dirt_coarse|||0.001|||
simple|unilib:grass_dry_1|COASTAL|BEACH_MAX|glemr11_temperate_arid_coastal|unilib:dirt_coarse|||0.005|||
simple|unilib:grass_dry_2|COASTAL|BEACH_MAX|glemr11_temperate_arid_coastal|unilib:dirt_coarse|||0.005|||
simple|unilib:grass_dry_3|COASTAL|BEACH_MAX|glemr11_temperate_arid_coastal|unilib:dirt_coarse|||0.005|||
simple|unilib:grass_dry_4|COASTAL|BEACH_MAX|glemr11_temperate_arid_coastal|unilib:dirt_coarse|||0.005|||
simple|unilib:grass_dry_5|COASTAL|BEACH_MAX|glemr11_temperate_arid_coastal|unilib:dirt_coarse|||0.005|||
simple|unilib:plant_cactus_small|HIGHLAND|SHELF|glemr11_temperate_arid_highland|unilib:dirt_sandy|||0.001|||
simple|unilib:plant_cactus_small_flowering|HIGHLAND|SHELF|glemr11_temperate_arid_highland|unilib:dirt_sandy|||0.001|||
simple|unilib:plant_cactus_purple_small_mature|HIGHLAND|SHELF|glemr11_temperate_arid_highland|unilib:dirt_sandy|||0.001|||
simple|unilib:plant_enigma|HIGHLAND|SHELF|glemr11_temperate_arid_highland|unilib:dirt_sandy|||0.001|||
simple|unilib:plant_nettle_scotch_broom|HIGHLAND|SHELF|glemr11_temperate_arid_highland|unilib:dirt_sandy|||0.001|||
simple|unilib:grass_dry_1|HIGHLAND|SHELF|glemr11_temperate_arid_highland|unilib:dirt_sandy|||0.005|||
simple|unilib:grass_dry_2|HIGHLAND|SHELF|glemr11_temperate_arid_highland|unilib:dirt_sandy|||0.005|||
simple|unilib:grass_dry_3|HIGHLAND|SHELF|glemr11_temperate_arid_highland|unilib:dirt_sandy|||0.005|||
simple|unilib:grass_dry_4|HIGHLAND|SHELF|glemr11_temperate_arid_highland|unilib:dirt_sandy|||0.005|||
simple|unilib:grass_dry_5|HIGHLAND|SHELF|glemr11_temperate_arid_highland|unilib:dirt_sandy|||0.005|||
simple|unilib:plant_cactus_small|LOWLAND|COASTAL|glemr11_temperate_arid_lowland|unilib:dirt_parched|||0.001|||
simple|unilib:plant_cactus_small_flowering|LOWLAND|COASTAL|glemr11_temperate_arid_lowland|unilib:dirt_parched|||0.001|||
simple|unilib:plant_cactus_purple_small_mature|LOWLAND|COASTAL|glemr11_temperate_arid_lowland|unilib:dirt_parched|||0.001|||
simple|unilib:plant_enigma|LOWLAND|COASTAL|glemr11_temperate_arid_lowland|unilib:dirt_parched|||0.001|||
simple|unilib:plant_nettle_scotch_broom|LOWLAND|COASTAL|glemr11_temperate_arid_lowland|unilib:dirt_parched|||0.001|||
simple|unilib:grass_dry_1|LOWLAND|COASTAL|glemr11_temperate_arid_lowland|unilib:dirt_parched|||0.005|||
simple|unilib:grass_dry_2|LOWLAND|COASTAL|glemr11_temperate_arid_lowland|unilib:dirt_parched|||0.005|||
simple|unilib:grass_dry_3|LOWLAND|COASTAL|glemr11_temperate_arid_lowland|unilib:dirt_parched|||0.005|||
simple|unilib:grass_dry_4|LOWLAND|COASTAL|glemr11_temperate_arid_lowland|unilib:dirt_parched|||0.005|||
simple|unilib:grass_dry_5|LOWLAND|COASTAL|glemr11_temperate_arid_lowland|unilib:dirt_parched|||0.005|||
simple|unilib:plant_cactus_small|SHELF|LOWLAND|glemr11_temperate_arid_shelf|unilib:dirt_clayey|||0.001|||
simple|unilib:plant_cactus_small_flowering|SHELF|LOWLAND|glemr11_temperate_arid_shelf|unilib:dirt_clayey|||0.001|||
simple|unilib:plant_cactus_purple_small_mature|SHELF|LOWLAND|glemr11_temperate_arid_shelf|unilib:dirt_clayey|||0.001|||
simple|unilib:plant_enigma|SHELF|LOWLAND|glemr11_temperate_arid_shelf|unilib:dirt_clayey|||0.001|||
simple|unilib:plant_nettle_scotch_broom|SHELF|LOWLAND|glemr11_temperate_arid_shelf|unilib:dirt_clayey|||0.001|||
simple|unilib:grass_dry_1|SHELF|LOWLAND|glemr11_temperate_arid_shelf|unilib:dirt_clayey|||0.005|||
simple|unilib:grass_dry_2|SHELF|LOWLAND|glemr11_temperate_arid_shelf|unilib:dirt_clayey|||0.005|||
simple|unilib:grass_dry_3|SHELF|LOWLAND|glemr11_temperate_arid_shelf|unilib:dirt_clayey|||0.005|||
simple|unilib:grass_dry_4|SHELF|LOWLAND|glemr11_temperate_arid_shelf|unilib:dirt_clayey|||0.005|||
simple|unilib:grass_dry_5|SHELF|LOWLAND|glemr11_temperate_arid_shelf|unilib:dirt_clayey|||0.005|||
simple|unilib:grass_marram_ordinary_1|4|1|glemr11_temperate_humid_beach|unilib:sand_ordinary|||0.004|||
simple|unilib:grass_marram_ordinary_2|4|1|glemr11_temperate_humid_beach|unilib:sand_ordinary|||0.004|||
simple|unilib:grass_marram_ordinary_3|4|1|glemr11_temperate_humid_beach|unilib:sand_ordinary|||0.004|||
schematic|unilib_glem_tree_ash_2|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_black_with_turf_temperate_humid_coastal|||0.015|||
schematic|unilib_glem_tree_ash_3|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_black_with_turf_temperate_humid_coastal|||0.015|||
schematic|unilib_glem_tree_beech_mature_1|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_black_with_turf_temperate_humid_coastal|||0.015|||
schematic|unilib_glem_tree_beech_mature_2|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_black_with_turf_temperate_humid_coastal|||0.015|||
schematic|unilib_glem_tree_beech_mature_3|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_black_with_turf_temperate_humid_coastal|||0.015|||
schematic|unilib_glem_tree_oak_red_1|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_black_with_turf_temperate_humid_coastal|||0.015|||
schematic|unilib_glem_tree_oak_14|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_black_with_turf_temperate_humid_coastal|||0.015|||
schematic|unilib_glem_tree_poplar_small_1|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_black_with_turf_temperate_humid_coastal|||0.015|||
schematic|unilib_glem_tree_poplar_small_2|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_black_with_turf_temperate_humid_coastal|||0.015|||
schematic|unilib_glem_tree_poplar_small_3|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_black_with_turf_temperate_humid_coastal|||0.015|||
schematic|unilib_glem_tree_willow_large_1|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_black_with_turf_temperate_humid_coastal|||0.015|||
schematic|unilib_glem_tree_willow_large_2|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_black_with_turf_temperate_humid_coastal|||0.015|||
schematic|unilib_glem_tree_willow_large_3|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_black_with_turf_temperate_humid_coastal|||0.015|||
schematic|unilib_glem_tree_beech_mature_1|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_brown_with_turf_temperate_humid_coastal|||0.015|||
schematic|unilib_glem_tree_beech_mature_2|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_brown_with_turf_temperate_humid_coastal|||0.015|||
schematic|unilib_glem_tree_beech_mature_3|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_brown_with_turf_temperate_humid_coastal|||0.015|||
schematic|unilib_glem_tree_oak_11|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_brown_with_turf_temperate_humid_coastal|||0.015|||
schematic|unilib_glem_tree_poplar_small_1|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_brown_with_turf_temperate_humid_coastal|||0.015|||
schematic|unilib_glem_tree_poplar_small_2|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_brown_with_turf_temperate_humid_coastal|||0.015|||
schematic|unilib_glem_tree_poplar_small_3|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_brown_with_turf_temperate_humid_coastal|||0.015|||
schematic|unilib_glem_tree_willow_large_1|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_brown_with_turf_temperate_humid_coastal|||0.015|||
schematic|unilib_glem_tree_willow_large_2|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_brown_with_turf_temperate_humid_coastal|||0.015|||
schematic|unilib_glem_tree_willow_large_3|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_brown_with_turf_temperate_humid_coastal|||0.015|||
schematic|unilib_glem_tree_oak_11|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_sandy_with_turf_temperate_humid_coastal|||0.015|||
schematic|unilib_glem_tree_pine_ancient_5|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_sandy_with_turf_temperate_humid_coastal|||0.015|||
schematic|unilib_glem_tree_oak_14|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_silt_fine_with_turf_temperate_humid_coastal|||0.015|||
schematic|unilib_glem_tree_poplar_1|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_silt_fine_with_turf_temperate_humid_coastal|||0.015|||
schematic|unilib_glem_tree_poplar_2|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_silt_fine_with_turf_temperate_humid_coastal|||0.015|||
schematic|unilib_glem_tree_poplar_3|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_silt_fine_with_turf_temperate_humid_coastal|||0.015|||
schematic|unilib_glem_tree_willow_ancient_1|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_silt_fine_with_turf_temperate_humid_coastal|||0.015|||
schematic|unilib_glem_tree_willow_ancient_2|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_silt_fine_with_turf_temperate_humid_coastal|||0.015|||
schematic|unilib_glem_tree_willow_ancient_3|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_silt_fine_with_turf_temperate_humid_coastal|||0.015|||
simple|unilib:fern_ordinary_1|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_black_with_turf_temperate_humid_coastal|||0.03|||
simple|unilib:fern_ordinary_2|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_black_with_turf_temperate_humid_coastal|||0.03|||
simple|unilib:fern_ordinary_3|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_black_with_turf_temperate_humid_coastal|||0.03|||
simple|unilib:grass_wild_1|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_black_with_turf_temperate_humid_coastal|||0.03|||
simple|unilib:grass_wild_2|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_black_with_turf_temperate_humid_coastal|||0.03|||
simple|unilib:grass_wild_3|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_black_with_turf_temperate_humid_coastal|||0.03|||
simple|unilib:grass_wild_4|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_black_with_turf_temperate_humid_coastal|||0.03|||
simple|unilib:grass_wild_5|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_black_with_turf_temperate_humid_coastal|||0.03|||
simple|unilib:fern_ordinary_1|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_brown_with_turf_temperate_humid_coastal|||0.02|||
simple|unilib:fern_ordinary_2|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_brown_with_turf_temperate_humid_coastal|||0.02|||
simple|unilib:fern_ordinary_3|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_brown_with_turf_temperate_humid_coastal|||0.02|||
simple|unilib:grass_wild_1|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_brown_with_turf_temperate_humid_coastal|||0.02|||
simple|unilib:grass_wild_2|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_brown_with_turf_temperate_humid_coastal|||0.02|||
simple|unilib:grass_wild_3|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_brown_with_turf_temperate_humid_coastal|||0.02|||
simple|unilib:grass_wild_4|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_brown_with_turf_temperate_humid_coastal|||0.02|||
simple|unilib:grass_wild_5|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_brown_with_turf_temperate_humid_coastal|||0.02|||
simple|unilib:grass_wild_1|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_sandy_with_turf_temperate_humid_coastal|||0.02|||
simple|unilib:grass_wild_2|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_sandy_with_turf_temperate_humid_coastal|||0.02|||
simple|unilib:grass_wild_3|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_sandy_with_turf_temperate_humid_coastal|||0.02|||
simple|unilib:grass_wild_4|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_sandy_with_turf_temperate_humid_coastal|||0.02|||
simple|unilib:grass_wild_5|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_sandy_with_turf_temperate_humid_coastal|||0.02|||
simple|unilib:plant_arrow_arum|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_silt_fine_with_turf_temperate_humid_coastal|||0.02|||
simple|unilib:plant_nettle_normal|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_silt_fine_with_turf_temperate_humid_coastal|||0.02|||
simple|unilib:fern_ordinary_1|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_silt_fine_with_turf_temperate_humid_coastal|||0.03|||
simple|unilib:fern_ordinary_2|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_silt_fine_with_turf_temperate_humid_coastal|||0.03|||
simple|unilib:fern_ordinary_3|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_silt_fine_with_turf_temperate_humid_coastal|||0.03|||
simple|unilib:fern_ordinary_1|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_ordinary_with_turf_temperate_humid_coastal|||0.02|||
simple|unilib:fern_ordinary_2|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_ordinary_with_turf_temperate_humid_coastal|||0.02|||
simple|unilib:fern_ordinary_3|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_ordinary_with_turf_temperate_humid_coastal|||0.02|||
simple|unilib:grass_wild_1|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_ordinary_with_turf_temperate_humid_coastal|||0.03|||
simple|unilib:grass_wild_2|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_ordinary_with_turf_temperate_humid_coastal|||0.03|||
simple|unilib:grass_wild_3|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_ordinary_with_turf_temperate_humid_coastal|||0.03|||
simple|unilib:grass_wild_4|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_ordinary_with_turf_temperate_humid_coastal|||0.03|||
simple|unilib:grass_wild_5|COASTAL|BEACH_MAX|glemr11_temperate_humid_coastal|unilib:dirt_ordinary_with_turf_temperate_humid_coastal|||0.03|||
schematic|unilib_glem_tree_lavender_1|HIGHLAND|SHELF|glemr11_temperate_humid_highland|unilib:dirt_brown_with_turf_temperate_humid_highland|||0.012|||
schematic|unilib_glem_tree_fir_1|HIGHLAND|SHELF|glemr11_temperate_humid_highland|unilib:dirt_brown_with_turf_temperate_humid_highland|||0.015|||
schematic|unilib_glem_tree_spruce_mature_11|HIGHLAND|SHELF|glemr11_temperate_humid_highland|unilib:dirt_brown_with_turf_temperate_humid_highland|||0.015|||
schematic|unilib_glem_tree_sequoia_giant_1|HIGHLAND|SHELF|glemr11_temperate_humid_highland|unilib:dirt_clayey_with_turf_temperate_humid_highland|||0.003|||
schematic|unilib_glem_tree_sequoia_giant_2|HIGHLAND|SHELF|glemr11_temperate_humid_highland|unilib:dirt_clayey_with_turf_temperate_humid_highland|||0.003|||
schematic|unilib_glem_tree_sequoia_giant_3|HIGHLAND|SHELF|glemr11_temperate_humid_highland|unilib:dirt_clayey_with_turf_temperate_humid_highland|||0.003|||
schematic|unilib_glem_tree_sequoia_giant_4|HIGHLAND|SHELF|glemr11_temperate_humid_highland|unilib:dirt_clayey_with_turf_temperate_humid_highland|||0.003|||
schematic|unilib_glem_tree_fir_1|HIGHLAND|SHELF|glemr11_temperate_humid_highland|unilib:dirt_clayey_with_turf_temperate_humid_highland|||0.015|||
schematic|unilib_glem_tree_pine_ancient_5|HIGHLAND|SHELF|glemr11_temperate_humid_highland|unilib:dirt_clayey_with_turf_temperate_humid_highland|||0.015|||
schematic|unilib_glem_tree_spruce_mature_11|HIGHLAND|SHELF|glemr11_temperate_humid_highland|unilib:dirt_clayey_with_turf_temperate_humid_highland|||0.015|||
schematic|unilib_glem_tree_sequoia_1|HIGHLAND|SHELF|glemr11_temperate_humid_highland|unilib:dirt_sandy_with_turf_temperate_humid_highland|||0.012|||
schematic|unilib_glem_tree_sequoia_2|HIGHLAND|SHELF|glemr11_temperate_humid_highland|unilib:dirt_sandy_with_turf_temperate_humid_highland|||0.012|||
schematic|unilib_glem_tree_sequoia_3|HIGHLAND|SHELF|glemr11_temperate_humid_highland|unilib:dirt_sandy_with_turf_temperate_humid_highland|||0.012|||
schematic|unilib_glem_tree_spruce_mature_11|HIGHLAND|SHELF|glemr11_temperate_humid_highland|unilib:dirt_sandy_with_turf_temperate_humid_highland|||0.012|||
schematic|unilib_glem_tree_pine_ancient_1|HIGHLAND|SHELF|glemr11_temperate_humid_highland|unilib:dirt_sandy_with_turf_temperate_humid_highland|||0.012|||
schematic|unilib_glem_tree_pine_exposed_3|HIGHLAND|SHELF|glemr11_temperate_humid_highland|unilib:dirt_sandy_with_turf_temperate_humid_highland|||0.015|||
simple|unilib:plant_shrub_hog_peanut|HIGHLAND|SHELF|glemr11_temperate_humid_highland|unilib:dirt_black_with_turf_temperate_humid_highland|||0.004|||
simple|unilib:fern_ordinary_1|HIGHLAND|SHELF|glemr11_temperate_humid_highland|unilib:dirt_black_with_turf_temperate_humid_highland|||0.03|||
simple|unilib:fern_broad_leaf|HIGHLAND|SHELF|glemr11_temperate_humid_highland|unilib:dirt_black_with_turf_temperate_humid_highland|||0.03|||
simple|unilib:fern_broad_leaf_young|HIGHLAND|SHELF|glemr11_temperate_humid_highland|unilib:dirt_black_with_turf_temperate_humid_highland|||0.03|||
simple|unilib:fern_ordinary_3|HIGHLAND|SHELF|glemr11_temperate_humid_highland|unilib:dirt_black_with_turf_temperate_humid_highland|||0.03|||
simple|unilib:grass_wild_1|HIGHLAND|SHELF|glemr11_temperate_humid_highland|unilib:dirt_black_with_turf_temperate_humid_highland|||0.03|||
simple|unilib:grass_wild_2|HIGHLAND|SHELF|glemr11_temperate_humid_highland|unilib:dirt_black_with_turf_temperate_humid_highland|||0.03|||
simple|unilib:grass_wild_3|HIGHLAND|SHELF|glemr11_temperate_humid_highland|unilib:dirt_black_with_turf_temperate_humid_highland|||0.03|||
simple|unilib:grass_wild_4|HIGHLAND|SHELF|glemr11_temperate_humid_highland|unilib:dirt_black_with_turf_temperate_humid_highland|||0.03|||
simple|unilib:grass_wild_5|HIGHLAND|SHELF|glemr11_temperate_humid_highland|unilib:dirt_black_with_turf_temperate_humid_highland|||0.03|||
simple|unilib:fern_ordinary_1|HIGHLAND|SHELF|glemr11_temperate_humid_highland|unilib:dirt_brown_with_turf_temperate_humid_highland|||0.02|||
simple|unilib:fern_broad_leaf|HIGHLAND|SHELF|glemr11_temperate_humid_highland|unilib:dirt_brown_with_turf_temperate_humid_highland|||0.02|||
simple|unilib:fern_broad_leaf_young|HIGHLAND|SHELF|glemr11_temperate_humid_highland|unilib:dirt_brown_with_turf_temperate_humid_highland|||0.02|||
simple|unilib:fern_ordinary_3|HIGHLAND|SHELF|glemr11_temperate_humid_highland|unilib:dirt_brown_with_turf_temperate_humid_highland|||0.02|||
simple|unilib:grass_wild_1|HIGHLAND|SHELF|glemr11_temperate_humid_highland|unilib:dirt_brown_with_turf_temperate_humid_highland|||0.02|||
simple|unilib:grass_wild_2|HIGHLAND|SHELF|glemr11_temperate_humid_highland|unilib:dirt_brown_with_turf_temperate_humid_highland|||0.02|||
simple|unilib:grass_wild_3|HIGHLAND|SHELF|glemr11_temperate_humid_highland|unilib:dirt_brown_with_turf_temperate_humid_highland|||0.02|||
simple|unilib:grass_wild_4|HIGHLAND|SHELF|glemr11_temperate_humid_highland|unilib:dirt_brown_with_turf_temperate_humid_highland|||0.02|||
simple|unilib:grass_wild_5|HIGHLAND|SHELF|glemr11_temperate_humid_highland|unilib:dirt_brown_with_turf_temperate_humid_highland|||0.02|||
simple|unilib:plant_nettle_normal|HIGHLAND|SHELF|glemr11_temperate_humid_highland|unilib:dirt_silt_fine_with_turf_temperate_humid_highland|||0.004|||
simple|unilib:fern_ordinary_1|HIGHLAND|SHELF|glemr11_temperate_humid_highland|unilib:dirt_silt_fine_with_turf_temperate_humid_highland|||0.03|||
simple|unilib:fern_broad_leaf|HIGHLAND|SHELF|glemr11_temperate_humid_highland|unilib:dirt_silt_fine_with_turf_temperate_humid_highland|||0.03|||
simple|unilib:fern_broad_leaf_young|HIGHLAND|SHELF|glemr11_temperate_humid_highland|unilib:dirt_silt_fine_with_turf_temperate_humid_highland|||0.03|||
